meter_id,timestamp,actual_energy,expected_energy,prediction_error,is_anomaly
M0001,2026-01-29 01:00:00,1.344,1.4676028,0.12360284900665275,False
M0001,2026-01-29 01:15:00,1.255,1.4098498,0.15484976291656505,False
M0001,2026-01-29 01:30:00,1.653,1.3924103,0.2605897216796875,True
M0001,2026-01-29 01:45:00,1.155,1.4055214,0.2505213928222656,True
M0001,2026-01-29 02:00:00,1.335,1.312939,0.022060952186584437,False
M0001,2026-01-29 02:15:00,1.43,1.466199,0.036199040412902894,False
M0001,2026-01-29 02:30:00,1.402,1.385292,0.016707946777343663,False
M0001,2026-01-29 02:45:00,1.49,1.3031367,0.1868632936477661,True
M0001,2026-01-29 03:00:00,1.518,1.4305508,0.08744918632507326,False
M0001,2026-01-29 03:15:00,1.522,1.450352,0.07164804649353029,False
M0001,2026-01-29 03:30:00,1.575,1.4173504,0.15764958858489986,False
M0001,2026-01-29 03:45:00,1.396,1.3135422,0.08245775318145743,False
M0001,2026-01-29 04:00:00,1.207,1.4461226,0.23912264633178704,True
M0001,2026-01-29 04:15:00,1.474,1.2791996,0.19480039978027341,True
M0001,2026-01-29 04:30:00,1.387,1.4014869,0.014486873626708974,False
M0001,2026-01-29 04:45:00,1.625,1.4772388,0.14776122570037842,False
M0001,2026-01-29 05:00:00,1.232,1.6018009,0.3698009185791016,True
M0001,2026-01-29 05:15:00,1.345,1.403858,0.05885794639587405,False
M0001,2026-01-29 05:30:00,1.489,1.4783832,0.01061681652069102,False
M0001,2026-01-29 05:45:00,1.47,1.4604741,0.00952586650848386,False
M0001,2026-01-29 06:00:00,2.451,2.5211425,0.07014248275756829,False
M0001,2026-01-29 06:15:00,2.707,2.5396736,0.16732643318176255,False
M0001,2026-01-29 06:30:00,2.572,2.543381,0.028619024276733462,False
M0001,2026-01-29 06:45:00,2.283,2.4998612,0.21686124038696297,True
M0001,2026-01-29 07:00:00,2.564,2.5131085,0.05089150810241705,False
M0001,2026-01-29 07:15:00,2.534,2.393635,0.14036496543884258,False
M0001,2026-01-29 07:30:00,2.628,2.5264468,0.10155318069458019,False
M0001,2026-01-29 07:45:00,2.66,2.5537329,0.1062671279907228,False
M0001,2026-01-29 08:00:00,2.55,2.597417,0.04741711616516131,False
M0001,2026-01-29 08:15:00,2.549,2.570129,0.021128917694091864,False
M0001,2026-01-29 08:30:00,2.159,2.6176949,0.4586948547363283,True
M0001,2026-01-29 08:45:00,2.49,2.5480578,0.05805779457092264,False
M0001,2026-01-29 09:00:00,3.025,2.8097155,0.21528449058532706,True
M0001,2026-01-29 09:15:00,2.639,2.794959,0.15595906829834005,False
M0001,2026-01-29 09:30:00,2.787,2.790619,0.003618896484375078,False
M0001,2026-01-29 09:45:00,2.573,2.772759,0.199758960723877,True
M0001,2026-01-29 10:00:00,2.659,2.847521,0.1885210666656496,True
M0001,2026-01-29 10:15:00,2.924,2.8297477,0.0942523231506347,False
M0001,2026-01-29 10:30:00,2.811,2.8112497,0.0002497329711914631,False
M0001,2026-01-29 10:45:00,2.92,2.8210914,0.09890858650207512,False
M0001,2026-01-29 11:00:00,2.725,2.8231676,0.09816756248474112,False
M0001,2026-01-29 11:15:00,2.438,2.7925594,0.35455938529968245,True
M0001,2026-01-29 11:30:00,2.703,2.8675234,0.16452343177795425,False
M0001,2026-01-29 11:45:00,2.834,2.800305,0.033695110321044996,False
M0001,2026-01-29 12:00:00,2.636,2.7958953,0.15989533805847156,False
M0001,2026-01-29 12:15:00,2.636,2.813865,0.17786494636535632,False
M0001,2026-01-29 12:30:00,2.751,2.9055943,0.1545943489074708,False
M0001,2026-01-29 12:45:00,2.738,2.817314,0.07931390953063966,False
M0001,2026-01-29 13:00:00,2.9,2.8412747,0.05872526168823233,False
M0001,2026-01-29 13:15:00,3.044,2.833616,0.21038398170471195,True
M0001,2026-01-29 13:30:00,2.631,2.8691592,0.23815922164917014,True
M0001,2026-01-29 13:45:00,2.75,2.852117,0.10211706161499023,False
M0001,2026-01-29 14:00:00,3.03,2.7518923,0.2781076717376707,True
M0001,2026-01-29 14:15:00,2.805,2.862482,0.0574820709228514,False
M0001,2026-01-29 14:30:00,2.875,2.8666246,0.008375406265258789,False
M0001,2026-01-29 14:45:00,2.784,2.8235595,0.03955952262878437,False
M0001,2026-01-29 15:00:00,2.734,2.8249428,0.09094282722473146,False
M0001,2026-01-29 15:15:00,2.684,2.7865806,0.10258056259155257,False
M0001,2026-01-29 15:30:00,2.667,2.7901132,0.12311321067810077,False
M0001,2026-01-29 15:45:00,2.905,2.8448575,0.06014254570007305,False
M0001,2026-01-29 16:00:00,2.844,2.871157,0.027156930923462053,False
M0001,2026-01-29 16:15:00,2.804,2.7836607,0.020339349746703927,False
M0001,2026-01-29 16:30:00,2.976,2.834098,0.14190189933776853,False
M0001,2026-01-29 16:45:00,2.94,2.7700796,0.16992038726806635,False
M0001,2026-01-29 17:00:00,4.337,4.300185,0.03681479644775365,False
M0001,2026-01-29 17:15:00,4.325,4.1472187,0.17778129577636737,False
M0001,2026-01-29 17:30:00,4.207,4.194723,0.012276870727538913,False
M0001,2026-01-29 17:45:00,4.176,4.1607904,0.01520955657959,False
M0001,2026-01-29 18:00:00,4.241,4.2280874,0.012912574768066065,False
M0001,2026-01-29 18:15:00,4.092,4.225004,0.13300419616699255,False
M0001,2026-01-29 18:30:00,4.311,4.233927,0.07707322692871088,False
M0001,2026-01-29 18:45:00,4.103,4.220999,0.11799876403808618,False
M0001,2026-01-29 19:00:00,4.478,4.220419,0.2575810699462888,True
M0001,2026-01-29 19:15:00,3.845,4.264738,0.419738082885742,True
M0001,2026-01-29 19:30:00,4.546,4.1985483,0.34745168304443386,True
M0001,2026-01-29 19:45:00,4.169,4.1949377,0.02593770599365275,False
M0001,2026-01-29 20:00:00,4.287,4.1997166,0.08728343200683586,False
M0001,2026-01-29 20:15:00,4.423,4.2521987,0.17080130386352543,False
M0001,2026-01-29 20:30:00,4.121,4.3371687,0.21616869354248003,True
M0001,2026-01-29 20:45:00,4.238,4.253573,0.015572940826415582,False
M0001,2026-01-29 21:00:00,4.483,4.233758,0.2492420272827145,True
M0001,2026-01-29 21:15:00,4.162,4.3595996,0.19759959030151375,True
M0001,2026-01-29 21:30:00,4.383,4.2830276,0.09997235107421876,False
M0001,2026-01-29 21:45:00,4.04,4.2879086,0.2479085540771484,True
M0001,2026-01-29 22:00:00,1.939,1.9136806,0.02531944656372076,False
M0001,2026-01-29 22:15:00,1.698,1.9451286,0.2471285600662232,True
M0001,2026-01-29 22:30:00,1.97,1.8992757,0.07072433948516843,False
M0001,2026-01-29 22:45:00,2.214,1.9380398,0.27596022033691403,True
M0001,2026-01-29 23:00:00,2.118,1.976959,0.14104100990295398,False
M0001,2026-01-29 23:15:00,1.994,2.0261836,0.0321836051940918,False
M0001,2026-01-29 23:30:00,1.844,1.9145494,0.07054935073852531,False
M0001,2026-01-29 23:45:00,2.091,1.9340281,0.15697185134887714,False
M0001,2026-01-30 00:00:00,1.422,1.5495822,0.1275822429656983,False
M0001,2026-01-30 00:15:00,1.484,1.3188484,0.16515162849426268,False
M0001,2026-01-30 00:30:00,1.422,1.3037003,0.11829967212676995,False
M0001,2026-01-30 00:45:00,1.247,1.4048827,0.15788266944885243,False
M0001,2026-01-30 01:00:00,1.4,1.4247757,0.02477571964263925,False
M0001,2026-01-30 01:15:00,1.3,1.37175,0.071749997138977,False
M0001,2026-01-30 01:30:00,1.375,1.4020731,0.027073144912719727,False
M0001,2026-01-30 01:45:00,1.478,1.5154523,0.03745226573944094,False
M0001,2026-01-30 02:00:00,1.536,1.4276206,0.10837935066223148,False
M0001,2026-01-30 02:15:00,1.447,1.4652122,0.0182122259140014,False
M0001,2026-01-30 02:30:00,1.445,1.3972793,0.04772073745727545,False
M0001,2026-01-30 02:45:00,1.57,1.3593268,0.21067316055297858,True
M0001,2026-01-30 03:00:00,1.171,1.4710759,0.30007589244842525,True
M0001,2026-01-30 03:15:00,1.525,1.2914888,0.23351123332977286,True
M0001,2026-01-30 03:30:00,1.354,1.415813,0.06181296920776358,False
M0001,2026-01-30 03:45:00,1.362,1.4661782,0.10417817878723135,False
M0001,2026-01-30 04:00:00,1.429,1.4913124,0.06231238460540767,False
M0001,2026-01-30 04:15:00,1.361,1.4025394,0.041539372444152844,False
M0001,2026-01-30 04:30:00,1.221,1.4951404,0.2741404333114623,True
M0001,2026-01-30 04:45:00,1.728,1.4475416,0.2804584054946899,True
M0001,2026-01-30 05:00:00,1.61,1.4803126,0.12968741416931162,False
M0001,2026-01-30 05:15:00,1.317,1.5052197,0.18821969795227056,True
M0001,2026-01-30 05:30:00,1.413,1.4128158,0.00018419075012210406,False
M0001,2026-01-30 05:45:00,1.447,1.4414052,0.005594822883606021,False
M0001,2026-01-30 06:00:00,2.525,2.5091364,0.015863561630248935,False
M0001,2026-01-30 06:15:00,2.603,2.5585363,0.04446370887756368,False
M0001,2026-01-30 06:30:00,2.835,2.521274,0.31372591018676754,True
M0001,2026-01-30 06:45:00,2.552,2.5071876,0.04481239509582524,False
M0001,2026-01-30 07:00:00,2.45,2.5478003,0.09780030250549299,False
M0001,2026-01-30 07:15:00,2.292,2.5546281,0.2626281337738039,True
M0001,2026-01-30 07:30:00,2.549,2.5271738,0.021826242446899347,False
M0001,2026-01-30 07:45:00,2.353,2.53324,0.18024007987976054,False
M0001,2026-01-30 08:00:00,2.627,2.4907372,0.13626280021667458,False
M0001,2026-01-30 08:15:00,2.52,2.4872382,0.032761831283569354,False
M0001,2026-01-30 08:30:00,2.465,2.1979923,0.2670076751708983,True
M0001,2026-01-30 08:45:00,2.624,2.5234654,0.10053460502624523,False
M0001,2026-01-30 09:00:00,2.915,2.7731147,0.14188531875610355,False
M0001,2026-01-30 09:15:00,2.786,2.8097603,0.023760332107543913,False
M0001,2026-01-30 09:30:00,2.58,2.7765234,0.19652335166931145,True
M0001,2026-01-30 09:45:00,2.502,2.789829,0.28782901573181174,True
M0001,2026-01-30 10:00:00,2.724,2.8451295,0.12112948989868144,False
M0001,2026-01-30 10:15:00,2.815,2.8526638,0.03766375541687017,False
M0001,2026-01-30 10:30:00,2.712,2.7898047,0.07780469703674298,False
M0001,2026-01-30 10:45:00,2.997,2.7643652,0.23263480377197254,True
M0001,2026-01-30 11:00:00,3.111,2.7978873,0.313112674713135,True
M0001,2026-01-30 11:15:00,2.909,2.7423477,0.16665228271484356,False
M0001,2026-01-30 11:30:00,2.659,2.8999405,0.24094049072265644,True
M0001,2026-01-30 11:45:00,2.847,2.7830677,0.06393229675292966,False
M0001,2026-01-30 12:00:00,2.62,2.7764175,0.15641749382019032,False
M0001,2026-01-30 12:15:00,2.809,2.782604,0.02639602088928239,False
M0001,2026-01-30 12:30:00,3.029,2.836938,0.19206209564208976,True
M0001,2026-01-30 12:45:00,2.831,2.805893,0.02510705566406246,False
M0001,2026-01-30 13:00:00,2.444,2.7917697,0.3477697429656983,True
M0001,2026-01-30 13:15:00,2.975,2.886941,0.08805904388427743,False
M0001,2026-01-30 13:30:00,2.794,2.864599,0.0705989894866943,False
M0001,2026-01-30 13:45:00,3.152,2.8389573,0.31304269027709974,True
M0001,2026-01-30 14:00:00,2.832,2.8374412,0.005441205978393704,False
M0001,2026-01-30 14:15:00,2.88,2.7792563,0.10074365615844716,False
M0001,2026-01-30 14:30:00,2.661,2.7858324,0.124832405090332,False
M0001,2026-01-30 14:45:00,2.688,2.8376868,0.149686777114868,False
M0001,2026-01-30 15:00:00,2.862,2.8218315,0.040168535232544045,False
M0001,2026-01-30 15:15:00,2.863,2.7420444,0.12095555114746093,False
M0001,2026-01-30 15:30:00,2.765,2.785141,0.020140991210937376,False
M0001,2026-01-30 15:45:00,2.748,2.813453,0.06545295906066873,False
M0001,2026-01-30 16:00:00,2.814,2.8081365,0.005863536834716854,False
M0001,2026-01-30 16:15:00,2.763,2.8065977,0.04359770965576182,False
M0001,2026-01-30 16:30:00,2.689,2.837021,0.14802111244201654,False
M0001,2026-01-30 16:45:00,2.777,2.8646607,0.0876607398986815,False
M0001,2026-01-30 17:00:00,4.214,4.158317,0.055682910919189865,False
M0001,2026-01-30 17:15:00,4.096,4.105788,0.009788230895996008,False
M0001,2026-01-30 17:30:00,4.24,4.237399,0.0026008987426759944,False
M0001,2026-01-30 17:45:00,4.256,4.288109,0.03210882568359352,False
M0001,2026-01-30 18:00:00,4.367,4.1876373,0.1793626708984375,False
M0001,2026-01-30 18:15:00,4.225,4.1713715,0.053628540039062145,False
M0001,2026-01-30 18:30:00,4.297,4.1570635,0.13993651580810518,False
M0001,2026-01-30 18:45:00,4.134,4.2781477,0.14414769744873013,False
M0001,2026-01-30 19:00:00,4.059,4.2225323,0.16353227233886702,False
M0001,2026-01-30 19:15:00,4.28,4.2387958,0.04120424270629908,False
M0001,2026-01-30 19:30:00,4.176,4.107194,0.06880605316162125,False
M0001,2026-01-30 19:45:00,4.178,4.275644,0.09764382553100592,False
M0001,2026-01-30 20:00:00,4.268,4.172313,0.09568678665161112,False
M0001,2026-01-30 20:15:00,4.136,4.2281976,0.0921975746154784,False
M0001,2026-01-30 20:30:00,4.347,4.1798162,0.16718375396728558,False
M0001,2026-01-30 20:45:00,4.207,4.192019,0.014981014251708835,False
M0001,2026-01-30 21:00:00,4.341,4.20013,0.14087001419067402,False
M0001,2026-01-30 21:15:00,4.179,4.2129107,0.03391065216064426,False
M0001,2026-01-30 21:30:00,4.389,4.1274457,0.2615543022155764,True
M0001,2026-01-30 21:45:00,4.211,4.182292,0.02870801544189483,False
M0001,2026-01-30 22:00:00,1.818,1.9178778,0.0998777933120727,False
M0001,2026-01-30 22:15:00,1.881,1.9146235,0.03362349891662597,False
M0001,2026-01-30 22:30:00,1.944,1.941734,0.0022660436630248526,False
M0001,2026-01-30 22:45:00,1.824,1.9126873,0.08868730163574212,False
M0001,2026-01-30 23:00:00,1.771,2.0197642,0.24876418495178232,True
M0001,2026-01-30 23:15:00,1.891,2.0246255,0.13362553977966307,False
M0001,2026-01-30 23:30:00,2.265,1.9000586,0.36494137287139905,True
M0001,2026-01-30 23:45:00,2.053,1.9863869,0.0666131048202514,False
